customer_id,total_previous_invoices,previous_paid_invoices,previous_late_invoices,previous_unresolved_invoices,avg_payment_delay_days,disputes_count,reminders_sent,reminders_responded,previous_payment_failures,invoice_amount,days_overdue,recovered
CUST_01212,8,8,0,0,19.4,4,0,0,5,25000,13,0
CUST_01213,29,7,14,8,25.9,1,0,0,3,250000,42,0
CUST_01214,6,2,4,0,15.5,0,3,2,5,50000,22,0
CUST_01215,19,6,3,10,14.3,3,4,4,2,10000,29,0
CUST_01216,20,15,2,3,18.7,3,0,0,3,75000,10,0
CUST_01217,19,4,7,8,28.3,3,5,1,0,75000,12,0
CUST_01218,18,0,14,4,12.9,0,5,0,1,10000,5,0
CUST_01219,16,12,2,2,15.6,0,3,1,3,25000,29,0
CUST_01220,8,2,6,0,11.0,0,4,3,3,250000,59,0
CUST_01221,24,20,3,1,25.1,3,3,0,2,100000,39,0
CUST_01222,25,11,7,7,7.8,0,3,2,2,100000,59,0
CUST_01223,7,1,4,2,0.5,3,4,4,4,75000,16,0
CUST_01224,23,15,6,2,23.8,1,3,0,1,75000,44,0
CUST_01225,13,12,0,1,27.0,2,3,2,5,75000,7,1
CUST_01226,20,5,10,5,26.6,4,0,0,0,250000,46,0
CUST_01227,11,9,1,1,0.4,1,5,5,3,500000,15,1
CUST_01228,23,1,8,14,18.1,5,3,3,3,50000,14,0
CUST_01229,21,12,5,4,15.9,0,2,1,2,10000,50,0
CUST_01230,23,2,17,4,3.5,1,4,0,4,75000,15,0
CUST_01231,10,4,4,2,21.4,5,0,0,0,25000,12,0
CUST_01232,18,0,15,3,4.9,0,3,1,5,250000,37,0
CUST_01233,15,11,1,3,19.9,1,1,0,4,75000,51,0
CUST_01234,9,1,1,7,26.2,2,3,3,4,25000,33,0
CUST_01235,13,5,8,0,4.9,1,1,0,0,10000,51,0
CUST_01236,12,0,11,1,27.6,5,3,2,5,500000,36,0
CUST_01237,10,8,2,0,0.3,4,4,1,4,250000,32,0
CUST_01238,28,9,3,16,0.8,0,4,0,4,250000,24,0
CUST_01239,10,0,7,3,28.6,5,0,0,0,50000,11,0
CUST_01240,28,1,3,24,28.2,5,3,1,5,100000,49,0
CUST_01241,26,21,0,5,23.6,0,3,3,0,25000,24,1
CUST_01242,15,14,1,0,0.1,1,1,0,3,75000,33,0
CUST_01243,29,4,8,17,5.3,5,3,0,0,100000,38,0
CUST_01244,23,3,4,16,11.6,2,0,0,1,50000,31,0
CUST_01245,16,8,4,4,12.8,1,3,2,5,100000,13,0
CUST_01246,26,9,15,2,24.5,4,0,0,5,100000,40,0
CUST_01247,22,11,5,6,24.0,4,4,1,3,100000,3,0
CUST_01248,16,9,6,1,17.2,0,3,1,1,500000,3,1
CUST_01249,6,5,1,0,24.1,0,0,0,0,50000,18,1
CUST_01250,12,7,5,0,12.5,3,0,0,0,100000,29,0
CUST_01251,24,14,10,0,29.1,5,5,2,4,10000,12,0
CUST_01252,20,11,3,6,7.0,4,2,1,5,50000,26,0
CUST_01253,18,0,12,6,19.8,2,3,3,3,250000,0,0
CUST_01254,17,5,12,0,16.4,1,3,1,4,25000,0,0
CUST_01255,9,4,1,4,25.6,0,5,3,4,100000,22,0
CUST_01256,23,21,1,1,8.6,2,0,0,4,50000,33,0
CUST_01257,11,0,2,9,27.0,2,5,2,5,500000,31,0
CUST_01258,17,7,2,8,24.3,5,1,1,4,75000,31,0
CUST_01259,6,5,0,1,16.3,1,0,0,0,500000,47,0
CUST_01260,19,2,15,2,5.6,4,5,4,4,500000,9,0
CUST_01261,30,6,4,20,3.2,1,5,4,3,25000,56,0
CUST_01262,17,11,5,1,1.4,3,4,1,5,50000,12,0
CUST_01263,9,0,3,6,23.4,2,3,2,3,75000,26,0
CUST_01264,12,5,4,3,28.2,5,1,0,1,25000,46,0
CUST_01265,11,8,0,3,26.3,0,0,0,0,50000,6,0
CUST_01266,8,2,1,5,4.2,2,3,2,4,500000,36,0
CUST_01267,27,27,0,0,29.8,4,0,0,0,50000,1,1
CUST_01268,24,1,12,11,9.4,5,4,4,2,10000,59,0
CUST_01269,10,6,2,2,17.3,4,4,4,5,75000,4,0
CUST_01270,14,6,3,5,14.4,2,0,0,2,75000,5,0
CUST_01271,24,24,0,0,27.3,0,1,1,5,10000,48,1
CUST_01272,5,0,2,3,8.2,1,3,2,2,25000,23,0
CUST_01273,6,5,1,0,11.8,3,3,1,0,25000,39,0
CUST_01274,18,10,1,7,5.7,2,4,2,5,25000,56,0
CUST_01275,22,17,1,4,19.6,2,3,1,0,500000,2,1
CUST_01276,6,2,1,3,16.9,5,3,1,1,10000,29,0
CUST_01277,28,3,4,21,20.2,4,0,0,2,75000,23,0
CUST_01278,16,1,4,11,28.6,4,4,3,3,10000,12,0
CUST_01279,24,24,0,0,26.8,3,4,3,4,25000,17,0
CUST_01280,23,12,7,4,24.0,1,5,3,5,25000,36,0
CUST_01281,7,1,4,2,10.1,5,2,2,1,25000,4,0
CUST_01282,5,2,1,2,12.0,3,2,1,5,500000,44,0
CUST_01283,19,18,1,0,6.2,3,1,1,1,75000,14,1
CUST_01284,8,5,0,3,17.3,4,1,0,3,50000,11,0
CUST_01285,29,8,15,6,24.8,0,0,0,1,50000,10,0
CUST_01286,10,10,0,0,10.8,1,0,0,2,250000,45,0
CUST_01287,17,8,6,3,16.5,2,2,2,3,25000,29,0
CUST_01288,16,7,0,9,13.5,4,5,1,2,250000,51,0
CUST_01289,22,15,6,1,14.3,5,0,0,3,25000,15,0
CUST_01290,18,12,4,2,12.6,2,2,2,5,100000,0,1
CUST_01291,27,12,5,10,7.8,3,4,4,4,75000,35,0
CUST_01292,11,0,2,9,27.0,1,5,5,1,25000,22,0
CUST_01293,28,17,10,1,25.9,1,2,0,5,75000,32,0
CUST_01294,29,19,1,9,21.9,2,0,0,1,100000,28,0
CUST_01295,25,6,18,1,6.5,1,5,0,2,100000,12,0
CUST_01296,22,4,13,5,22.8,1,1,1,3,250000,51,0
CUST_01297,8,5,2,1,7.6,5,2,1,4,500000,4,0
CUST_01298,6,3,1,2,12.1,1,2,2,1,500000,21,1
CUST_01299,9,6,2,1,10.4,4,5,2,3,25000,12,0
CUST_01300,20,10,6,4,4.1,3,0,0,5,75000,41,0
CUST_01301,5,4,1,0,18.2,4,1,1,1,100000,41,0
CUST_01302,25,23,1,1,12.1,4,2,0,5,500000,40,0
CUST_01303,10,7,2,1,21.8,1,3,2,1,25000,2,1
CUST_01304,22,18,4,0,24.0,0,1,0,2,50000,41,0
CUST_01305,25,5,4,16,4.7,1,0,0,0,100000,53,0
CUST_01306,12,6,6,0,23.5,1,2,0,5,100000,0,0
CUST_01307,20,9,0,11,24.2,3,5,0,4,10000,30,0
CUST_01308,16,3,9,4,10.0,3,4,3,1,10000,47,0
CUST_01309,13,0,2,11,1.6,0,3,0,2,10000,50,0
CUST_01310,8,5,2,1,12.4,2,5,3,5,100000,6,0
CUST_01311,24,23,1,0,1.5,5,2,1,4,100000,2,1
CUST_01312,12,9,3,0,20.6,1,5,1,0,25000,12,0
CUST_01313,25,4,20,1,25.6,0,4,2,1,25000,50,0
CUST_01314,21,3,12,6,11.3,5,2,2,1,500000,26,0
CUST_01315,22,17,3,2,5.8,5,4,0,0,10000,12,0
CUST_01316,9,1,4,4,4.3,4,2,2,5,500000,50,0
CUST_01317,14,9,4,1,29.9,4,3,3,4,75000,36,0
CUST_01318,29,5,23,1,29.8,0,0,0,4,10000,11,0
CUST_01319,19,15,4,0,15.4,1,3,2,1,250000,28,0
CUST_01320,19,17,1,1,18.5,0,2,0,0,25000,42,0
CUST_01321,26,21,2,3,11.1,1,0,0,3,75000,9,1
CUST_01322,22,16,6,0,25.7,1,5,3,4,50000,38,0
CUST_01323,22,2,19,1,2.3,2,2,2,5,250000,54,0
CUST_01324,13,12,1,0,21.5,4,1,1,3,50000,10,0
CUST_01325,16,15,1,0,24.1,5,5,2,0,250000,39,0
CUST_01326,22,19,1,2,24.8,4,2,1,3,25000,28,0
CUST_01327,16,10,0,6,17.9,1,3,0,3,50000,9,0
CUST_01328,10,10,0,0,13.3,2,0,0,4,100000,1,1
CUST_01329,7,6,0,1,24.9,4,3,3,4,250000,60,0
CUST_01330,14,2,8,4,3.9,0,5,4,2,25000,36,0
CUST_01331,23,12,8,3,15.1,1,5,5,5,250000,20,1
CUST_01332,27,13,6,8,17.9,5,0,0,3,10000,5,0
CUST_01333,11,3,3,5,22.9,5,4,2,2,10000,12,0
CUST_01334,29,11,18,0,7.3,0,0,0,4,500000,18,0
CUST_01335,9,9,0,0,27.2,3,2,2,5,25000,4,1
CUST_01336,12,10,0,2,13.7,2,2,2,0,250000,29,1
CUST_01337,9,4,4,1,7.5,3,3,3,5,25000,24,0
CUST_01338,13,0,2,11,20.2,3,2,0,1,50000,58,0
CUST_01339,8,1,0,7,17.6,2,4,4,3,75000,47,0
CUST_01340,25,3,8,14,21.5,5,3,3,4,100000,10,0
CUST_01341,27,2,6,19,17.1,0,3,1,0,500000,55,1
CUST_01342,28,11,2,15,7.8,3,0,0,2,10000,52,0
CUST_01343,14,4,6,4,8.0,2,5,1,3,100000,26,0
CUST_01344,18,9,2,7,0.9,5,2,0,0,75000,17,0
CUST_01345,24,5,7,12,7.3,5,5,2,1,250000,53,0
CUST_01346,14,13,0,1,22.5,0,2,0,0,50000,37,1
CUST_01347,18,15,1,2,9.5,3,2,0,2,75000,25,0
CUST_01348,18,9,5,4,0.2,0,3,0,4,100000,45,0
CUST_01349,17,17,0,0,28.1,1,1,0,0,100000,4,1
CUST_01350,5,1,3,1,25.0,5,2,1,2,25000,43,0
CUST_01351,26,5,1,20,21.4,4,1,0,1,100000,53,0
CUST_01352,18,2,1,15,25.8,2,4,1,3,50000,12,0
CUST_01353,10,3,5,2,2.2,1,4,0,5,250000,22,0
CUST_01354,30,28,2,0,22.3,5,0,0,4,250000,45,0
CUST_01355,23,14,5,4,20.0,1,5,4,5,50000,16,0
CUST_01356,10,7,3,0,4.9,5,2,1,1,10000,25,0
CUST_01357,9,8,1,0,6.6,3,3,0,4,25000,41,0
CUST_01358,19,0,1,18,14.3,3,2,2,0,500000,27,0
CUST_01359,26,21,4,1,15.1,1,1,1,0,250000,41,0
CUST_01360,18,14,4,0,11.0,2,5,0,0,25000,12,0
CUST_01361,29,11,1,17,28.2,3,0,0,3,75000,11,0
CUST_01362,18,0,15,3,20.4,2,2,1,2,100000,5,0
CUST_01363,30,4,12,14,28.4,4,2,0,0,250000,32,0
CUST_01364,28,11,12,5,21.0,5,1,0,3,250000,4,0
CUST_01365,30,6,17,7,26.1,5,0,0,2,25000,11,0
CUST_01366,15,14,0,1,26.1,2,3,3,2,250000,12,1
CUST_01367,23,19,4,0,21.5,4,2,0,4,10000,48,0
CUST_01368,15,7,8,0,5.0,1,3,1,4,50000,43,0
CUST_01369,17,9,1,7,12.1,1,5,1,0,75000,40,0
CUST_01370,30,18,5,7,11.4,3,0,0,5,10000,60,0
CUST_01371,10,3,5,2,28.9,2,4,0,0,10000,13,0
CUST_01372,10,6,1,3,10.3,3,0,0,5,250000,17,0
CUST_01373,29,9,19,1,19.4,0,1,0,3,75000,41,0
CUST_01374,26,1,22,3,18.1,1,3,0,4,10000,47,0
CUST_01375,17,6,10,1,9.4,3,0,0,2,10000,20,0
CUST_01376,22,15,3,4,1.7,3,5,5,0,500000,41,1
CUST_01377,6,1,2,3,8.6,3,1,1,4,50000,44,0
CUST_01378,19,13,2,4,20.8,4,5,3,2,250000,43,0
CUST_01379,8,1,4,3,3.0,5,1,0,4,10000,10,0
CUST_01380,26,21,4,1,14.9,2,3,3,0,50000,51,1
CUST_01381,15,14,1,0,29.0,2,3,0,0,75000,41,0
CUST_01382,19,9,7,3,8.3,0,0,0,0,100000,56,0
CUST_01383,7,7,0,0,26.1,3,0,0,4,75000,1,0
CUST_01384,21,2,19,0,12.8,4,4,0,1,10000,59,0
CUST_01385,17,9,2,6,24.6,3,1,0,2,500000,46,0
CUST_01386,23,8,3,12,9.5,1,4,0,5,75000,55,0
CUST_01387,22,5,1,16,4.8,3,5,1,3,75000,45,0
CUST_01388,13,0,6,7,10.0,1,3,0,0,25000,14,0
CUST_01389,23,17,1,5,17.6,4,2,0,5,75000,6,0
CUST_01390,28,11,14,3,26.1,3,3,3,3,100000,30,0
CUST_01391,23,1,19,3,24.6,5,4,1,0,50000,34,0
CUST_01392,28,25,2,1,25.8,0,3,1,3,250000,27,1
CUST_01393,25,6,1,18,22.3,2,3,0,0,50000,47,0
CUST_01394,19,19,0,0,2.9,0,1,1,2,100000,42,1
CUST_01395,16,0,5,11,8.3,2,4,3,3,50000,56,0
CUST_01396,28,19,3,6,1.9,5,0,0,1,100000,23,0
CUST_01397,23,20,1,2,24.9,0,0,0,4,100000,42,0
CUST_01398,29,3,9,17,21.2,0,3,1,5,50000,14,0
CUST_01399,28,10,5,13,26.1,5,3,1,3,25000,55,0
CUST_01400,19,11,0,8,20.0,2,2,0,2,10000,15,0
CUST_01401,21,7,1,13,12.8,5,2,1,0,10000,7,0
CUST_01402,14,7,7,0,2.0,4,4,1,2,75000,34,0
CUST_01403,19,0,4,15,21.5,3,5,4,2,25000,14,0
CUST_01404,7,0,6,1,22.2,3,3,2,0,10000,7,0
CUST_01405,29,3,15,11,19.7,3,0,0,4,10000,19,0
CUST_01406,25,22,2,1,5.5,4,2,1,5,250000,49,0
CUST_01407,27,15,8,4,14.2,0,3,2,3,75000,15,0
CUST_01408,5,3,0,2,24.8,1,1,0,4,250000,54,0
CUST_01409,19,16,0,3,21.4,3,3,2,1,25000,7,0
CUST_01410,6,0,6,0,12.7,1,4,0,2,500000,43,0
CUST_01411,19,6,2,11,20.3,5,2,1,2,500000,5,0
CUST_01412,8,3,0,5,9.8,0,5,0,4,25000,27,0
CUST_01413,11,0,9,2,17.5,5,0,0,0,500000,9,0
CUST_01414,18,16,0,2,3.2,5,1,0,2,500000,4,1
CUST_01415,30,5,23,2,8.8,0,5,0,4,25000,21,0
CUST_01416,26,14,2,10,7.6,2,5,0,3,25000,43,0
CUST_01417,23,18,2,3,12.0,1,3,1,5,75000,6,0
CUST_01418,30,18,12,0,15.3,2,4,1,3,75000,0,1
CUST_01419,24,22,1,1,28.0,1,4,0,3,100000,30,0
CUST_01420,22,13,1,8,4.0,0,2,2,1,250000,35,1
CUST_01421,28,20,4,4,10.4,0,1,0,5,500000,38,0
CUST_01422,18,2,6,10,15.9,2,5,2,3,500000,24,0
CUST_01423,21,20,0,1,4.7,3,2,2,5,75000,59,1
CUST_01424,23,18,0,5,8.6,2,1,0,2,25000,13,0
CUST_01425,17,15,2,0,11.0,2,0,0,5,10000,14,1
CUST_01426,14,5,0,9,15.4,4,2,0,2,10000,8,0
CUST_01427,18,9,4,5,6.5,0,4,2,3,10000,24,1
CUST_01428,25,19,6,0,18.6,4,4,4,5,500000,22,0
CUST_01429,28,15,10,3,3.1,2,3,2,0,500000,31,1
CUST_01430,27,10,13,4,6.8,3,1,1,1,500000,59,0
CUST_01431,23,21,0,2,8.5,0,2,2,0,25000,42,1
CUST_01432,28,10,5,13,0.0,5,3,3,0,100000,34,0
CUST_01433,9,7,0,2,20.4,1,0,0,2,250000,51,0
CUST_01434,21,2,12,7,15.8,3,0,0,4,25000,30,0
CUST_01435,11,5,6,0,4.4,4,2,1,2,10000,37,0
CUST_01436,15,7,8,0,24.2,4,3,3,0,500000,31,0
CUST_01437,11,2,2,7,20.3,0,0,0,0,250000,23,0
CUST_01438,8,0,5,3,12.9,3,4,1,5,10000,20,0
CUST_01439,30,0,7,23,25.5,5,0,0,4,250000,6,0
CUST_01440,13,13,0,0,10.7,4,0,0,2,100000,8,0
CUST_01441,30,26,0,4,4.9,5,5,4,2,250000,8,1
CUST_01442,5,5,0,0,26.8,3,2,2,0,10000,60,0
CUST_01443,20,9,10,1,12.8,4,4,4,1,100000,18,0
CUST_01444,24,19,1,4,15.6,4,0,0,0,50000,56,0
CUST_01445,21,7,5,9,18.9,3,3,2,0,250000,56,0
CUST_01446,7,0,5,2,11.7,5,3,3,3,100000,21,0
CUST_01447,26,22,2,2,26.7,3,4,1,5,25000,4,0
CUST_01448,13,4,2,7,14.5,1,0,0,3,500000,5,0
CUST_01449,25,9,13,3,8.1,2,4,0,5,100000,25,0
CUST_01450,10,6,2,2,18.8,1,3,1,4,25000,52,0
CUST_01451,16,8,8,0,14.3,0,3,1,5,50000,56,0
CUST_01452,16,7,1,8,29.0,3,3,0,2,50000,12,0
CUST_01453,17,11,2,4,27.5,5,5,5,5,10000,14,0
CUST_01454,12,7,5,0,8.8,0,1,1,3,50000,57,0
CUST_01455,22,20,0,2,13.1,2,3,3,4,50000,23,0
CUST_01456,14,11,1,2,10.4,5,3,0,3,75000,9,0
CUST_01457,23,16,5,2,9.8,0,1,1,3,500000,33,0
CUST_01458,14,2,1,11,5.8,3,1,1,5,25000,39,0
CUST_01459,24,2,8,14,12.0,0,3,2,4,500000,43,0
CUST_01460,9,9,0,0,21.8,2,0,0,4,75000,22,0
CUST_01461,11,10,1,0,20.3,3,1,0,2,25000,54,0
CUST_01462,10,3,2,5,3.2,1,3,1,0,25000,25,1
CUST_01463,17,6,3,8,20.0,2,4,0,0,50000,2,0
CUST_01464,11,1,3,7,0.0,5,4,0,5,500000,18,0
CUST_01465,18,17,1,0,6.4,5,5,3,4,25000,14,0
CUST_01466,21,9,10,2,26.0,1,3,1,3,500000,47,0
CUST_01467,13,2,0,11,6.0,4,1,1,0,25000,56,0
CUST_01468,10,7,0,3,12.0,3,4,1,1,50000,19,0
CUST_01469,21,21,0,0,7.1,5,5,2,1,75000,24,0
CUST_01470,24,19,1,4,13.5,5,1,0,4,75000,20,0
CUST_01471,10,3,6,1,25.7,2,4,4,2,500000,43,0
CUST_01472,14,12,1,1,23.9,1,4,4,3,250000,12,0
CUST_01473,21,9,11,1,3.7,2,1,0,4,500000,27,0
CUST_01474,9,1,3,5,16.2,4,0,0,0,50000,53,0
CUST_01475,21,13,1,7,1.0,4,1,0,1,75000,60,0
CUST_01476,12,2,1,9,28.4,4,0,0,1,10000,53,0
CUST_01477,26,9,10,7,12.1,3,1,0,3,50000,7,0
CUST_01478,7,4,0,3,21.5,4,0,0,4,50000,31,0
CUST_01479,25,11,10,4,0.3,3,4,0,0,25000,48,0
CUST_01480,16,4,8,4,3.5,0,0,0,0,25000,8,0
CUST_01481,29,6,20,3,2.8,0,4,0,5,500000,8,0
CUST_01482,12,12,0,0,18.0,0,5,2,0,250000,23,1
CUST_01483,25,7,13,5,25.3,2,0,0,3,10000,22,0
CUST_01484,5,4,1,0,13.9,4,0,0,5,75000,46,0
CUST_01485,15,6,4,5,13.3,0,4,4,2,100000,51,0
CUST_01486,8,6,1,1,14.0,2,5,3,2,50000,59,0
CUST_01487,14,12,2,0,21.6,3,1,1,4,10000,44,0
CUST_01488,28,21,1,6,27.0,0,3,3,2,10000,1,0
CUST_01489,14,10,1,3,24.7,5,4,0,0,500000,54,0
CUST_01490,21,16,4,1,1.9,5,0,0,3,500000,15,0
CUST_01491,24,7,7,10,13.8,0,5,5,2,250000,20,0
CUST_01492,26,26,0,0,25.3,0,0,0,5,50000,46,0
CUST_01493,22,7,7,8,28.8,1,0,0,0,250000,41,0
CUST_01494,24,5,14,5,29.6,3,3,2,2,75000,49,0
CUST_01495,21,5,4,12,8.0,3,0,0,2,100000,17,0
CUST_01496,15,9,0,6,25.4,3,0,0,2,75000,50,0
CUST_01497,22,11,6,5,2.6,4,2,1,4,10000,1,0
CUST_01498,19,6,6,7,18.5,0,4,4,1,250000,55,0
CUST_01499,29,23,6,0,11.0,0,5,5,1,75000,30,1
CUST_01500,13,3,6,4,21.7,0,5,1,5,10000,36,0
CUST_01501,26,11,9,6,1.5,3,3,1,4,250000,17,0
CUST_01502,16,9,2,5,11.5,3,0,0,1,10000,53,0
CUST_01503,10,5,3,2,0.3,4,2,1,4,250000,6,0
CUST_01504,11,4,1,6,23.8,2,2,0,0,250000,7,0
CUST_01505,29,4,17,8,13.1,1,4,3,1,75000,37,0
CUST_01506,23,1,6,16,28.7,1,4,4,1,50000,11,0
CUST_01507,16,15,0,1,29.2,1,1,0,3,500000,38,0
CUST_01508,18,9,1,8,1.4,4,0,0,3,250000,21,1
CUST_01509,16,3,3,10,27.9,5,4,2,1,100000,34,0
CUST_01510,23,20,3,0,13.3,0,3,0,2,75000,15,1
CUST_01511,29,20,0,9,25.1,4,0,0,0,75000,58,0
CUST_01512,6,2,1,3,2.2,4,5,1,2,25000,29,0
CUST_01513,5,3,2,0,15.7,2,4,0,3,250000,27,0
CUST_01514,19,8,4,7,6.0,4,2,0,5,25000,9,0
CUST_01515,13,11,2,0,26.1,1,3,3,3,250000,34,0
CUST_01516,8,4,2,2,21.2,1,2,0,4,50000,50,0
CUST_01517,16,13,2,1,27.2,3,2,0,4,10000,27,0
CUST_01518,7,0,1,6,29.5,5,2,2,3,10000,26,0
CUST_01519,19,1,0,18,1.3,4,5,2,4,10000,5,0
CUST_01520,16,8,5,3,22.6,5,1,0,3,100000,8,0
CUST_01521,20,3,14,3,25.2,5,4,1,5,250000,47,0
CUST_01522,23,15,7,1,11.9,4,5,1,0,250000,23,0
CUST_01523,28,21,7,0,7.1,1,3,3,1,75000,15,1
CUST_01524,22,21,0,1,28.5,0,0,0,4,50000,14,0
CUST_01525,18,9,8,1,5.7,4,2,2,5,500000,16,0
CUST_01526,6,5,1,0,27.3,5,5,0,2,25000,32,0
CUST_01527,25,20,0,5,13.8,4,1,1,0,100000,37,1
CUST_01528,19,10,6,3,5.4,0,5,5,2,10000,28,1
CUST_01529,28,23,5,0,12.9,1,0,0,4,250000,47,0
CUST_01530,18,12,0,6,19.5,3,1,0,2,50000,30,0
CUST_01531,13,4,5,4,1.5,1,3,2,5,10000,21,0
CUST_01532,20,15,3,2,21.6,4,3,1,4,50000,25,0
CUST_01533,14,13,1,0,27.3,4,2,2,4,100000,32,0
CUST_01534,21,13,3,5,8.0,1,5,3,0,50000,51,0
CUST_01535,16,15,0,1,28.0,2,2,0,5,75000,24,0
CUST_01536,5,5,0,0,10.1,3,4,2,5,25000,41,0
CUST_01537,20,7,13,0,13.2,0,0,0,2,25000,58,0
CUST_01538,16,14,2,0,26.9,1,2,0,4,75000,3,0
CUST_01539,12,8,1,3,13.2,5,5,0,3,10000,42,0
CUST_01540,26,20,3,3,18.5,4,3,3,4,25000,7,1
CUST_01541,19,13,3,3,4.0,2,2,1,3,100000,37,0
CUST_01542,15,3,10,2,15.2,1,5,1,0,100000,24,0
CUST_01543,26,16,8,2,2.5,1,1,0,4,500000,25,0
CUST_01544,11,7,0,4,19.5,4,4,3,4,500000,28,1
CUST_01545,18,3,11,4,10.3,4,3,1,0,100000,5,0
CUST_01546,24,19,2,3,26.5,0,3,2,3,50000,7,0
CUST_01547,23,22,1,0,27.1,2,4,2,0,25000,40,0
CUST_01548,25,16,0,9,23.0,0,3,1,1,75000,14,0
CUST_01549,19,16,3,0,5.4,3,4,4,0,75000,9,1
CUST_01550,12,12,0,0,13.9,4,4,0,1,250000,10,0
CUST_01551,26,21,1,4,17.7,1,4,2,4,250000,27,1
CUST_01552,10,1,3,6,17.7,3,4,0,4,50000,38,0
CUST_01553,29,5,18,6,5.9,0,1,0,4,500000,60,0
CUST_01554,5,5,0,0,10.7,4,5,2,2,500000,50,0
CUST_01555,19,19,0,0,12.1,3,2,2,3,10000,56,1
CUST_01556,11,4,1,6,26.3,0,2,1,3,100000,52,0
CUST_01557,12,5,0,7,4.8,0,2,2,1,75000,51,1
CUST_01558,28,28,0,0,8.7,4,0,0,2,100000,23,0
CUST_01559,19,2,1,16,18.9,0,1,0,1,50000,51,0
CUST_01560,21,13,8,0,0.9,4,0,0,2,50000,55,0
CUST_01561,13,5,8,0,9.2,5,2,2,3,500000,28,0
CUST_01562,13,0,3,10,12.8,2,5,4,4,100000,0,0
CUST_01563,24,17,0,7,24.4,5,3,1,4,25000,26,0
CUST_01564,15,1,13,1,2.4,0,5,1,1,500000,16,0
CUST_01565,14,12,2,0,16.2,0,3,0,3,100000,18,1
CUST_01566,9,0,9,0,23.6,4,5,2,2,50000,28,0
CUST_01567,24,12,10,2,28.8,5,4,3,3,25000,2,0
CUST_01568,21,4,4,13,20.3,2,5,3,5,50000,38,0
CUST_01569,9,5,3,1,29.4,2,1,1,4,10000,8,0
CUST_01570,28,10,9,9,20.8,3,3,0,5,10000,43,0
CUST_01571,12,4,7,1,18.3,0,1,0,0,250000,43,0
CUST_01572,20,9,2,9,20.4,3,5,5,5,500000,29,0
CUST_01573,26,9,13,4,0.2,1,5,2,5,100000,45,0
CUST_01574,29,21,6,2,14.4,2,3,1,4,75000,0,1
CUST_01575,12,6,5,1,1.5,3,5,2,3,500000,37,0
CUST_01576,15,11,2,2,28.5,3,3,0,1,100000,9,0
CUST_01577,27,5,13,9,4.0,0,0,0,0,10000,22,0
CUST_01578,11,9,1,1,27.0,3,4,1,0,50000,35,0
CUST_01579,8,5,0,3,5.8,2,1,0,5,10000,57,0
CUST_01580,10,5,5,0,4.3,3,4,4,3,100000,25,1
CUST_01581,23,9,10,4,3.9,4,4,0,0,25000,42,0
CUST_01582,14,11,0,3,16.4,5,5,2,3,100000,41,0
CUST_01583,19,6,9,4,6.4,1,5,5,4,500000,43,1
CUST_01584,30,24,1,5,8.2,4,2,1,2,500000,7,0
CUST_01585,25,11,10,4,21.2,2,0,0,5,25000,58,0
CUST_01586,26,13,4,9,13.6,0,4,1,4,500000,50,0
CUST_01587,6,2,1,3,22.8,2,0,0,1,500000,60,0
CUST_01588,7,3,2,2,5.8,3,4,4,3,50000,16,0
CUST_01589,16,5,11,0,1.6,2,0,0,1,50000,22,0
CUST_01590,13,0,9,4,4.7,4,4,3,5,75000,7,0
CUST_01591,9,2,7,0,6.7,3,3,0,5,10000,35,0
CUST_01592,26,10,4,12,14.4,2,3,3,3,75000,40,0
CUST_01593,26,26,0,0,15.9,4,3,1,3,500000,9,0
CUST_01594,21,14,4,3,28.8,5,0,0,4,100000,52,0
CUST_01595,5,0,5,0,27.5,3,1,0,5,75000,7,0
CUST_01596,16,1,0,15,8.5,5,5,1,4,500000,0,0
CUST_01597,15,10,1,4,15.3,1,4,0,1,100000,24,0
CUST_01598,9,1,7,1,4.1,2,1,0,0,250000,22,0
CUST_01599,26,6,13,7,6.6,5,0,0,4,100000,21,0
CUST_01600,5,5,0,0,18.2,3,3,1,5,25000,53,0
CUST_01601,26,21,5,0,2.7,2,5,1,1,10000,35,0
CUST_01602,18,7,11,0,18.8,1,0,0,1,50000,34,0
CUST_01603,13,5,7,1,15.9,1,2,0,2,25000,47,0
CUST_01604,17,2,14,1,8.9,2,0,0,0,10000,26,0
CUST_01605,26,25,0,1,14.2,1,1,0,2,100000,23,0
CUST_01606,26,15,2,9,13.6,1,0,0,2,50000,43,0
CUST_01607,13,10,3,0,11.3,0,3,1,5,75000,26,0
CUST_01608,10,8,2,0,22.8,0,3,0,2,25000,27,0
CUST_01609,19,16,0,3,10.6,4,4,0,5,75000,49,0
CUST_01610,24,23,0,1,13.8,5,2,0,0,500000,31,0
CUST_01611,7,3,3,1,15.7,1,0,0,5,100000,1,0
CUST_01612,9,3,2,4,26.8,5,2,1,1,250000,23,0
CUST_01613,26,14,3,9,22.0,4,0,0,3,25000,21,0
CUST_01614,5,1,3,1,27.2,1,5,1,1,10000,18,0
CUST_01615,20,7,1,12,12.0,0,4,1,1,25000,55,0
CUST_01616,11,9,1,1,19.2,1,4,0,4,75000,33,0
CUST_01617,12,3,7,2,20.2,5,2,2,2,500000,28,0
CUST_01618,18,5,9,4,20.5,1,0,0,0,50000,23,0
CUST_01619,15,12,1,2,23.3,2,2,0,2,75000,49,0
