customer_id,total_previous_invoices,previous_paid_invoices,previous_late_invoices,previous_unresolved_invoices,avg_payment_delay_days,disputes_count,reminders_sent,reminders_responded,previous_payment_failures,previous_promises,promises_kept,promises_broken,previous_reminders_successful,customer_tenure_days,average_invoice_amount,previous_outstanding_amount,invoice_amount,days_overdue,recovered
CUST_00862,22,22,0,0,3.0,2,0,0,0,3,1,2,0,909,250000,0,50000,34,1
CUST_00863,14,7,1,6,9.2,0,8,7,2,2,0,2,4,851,100000,300000,75000,13,0
CUST_00864,22,20,0,2,3.6,3,0,0,4,5,4,1,0,1693,75000,50000,250000,12,0
CUST_00865,22,20,2,0,2.7,5,5,0,2,2,0,2,5,539,500000,0,25000,0,1
CUST_00866,12,9,1,2,0.6,1,2,1,5,4,3,1,0,1647,75000,50000,25000,25,0
CUST_00867,17,15,1,1,7.2,4,7,5,5,1,0,1,1,862,25000,25000,75000,39,0
CUST_00868,7,7,0,0,2.1,2,7,7,2,3,0,3,1,603,75000,0,250000,50,0
CUST_00869,28,21,5,2,13.3,1,2,1,4,5,1,4,0,920,250000,50000,50000,9,0
CUST_00870,9,4,3,2,28.3,3,6,2,4,0,0,0,3,285,50000,200000,100000,55,0
CUST_00871,10,8,1,1,26.6,4,6,1,1,4,1,3,2,1781,10000,100000,50000,15,0
CUST_00872,17,9,8,0,11.3,5,2,1,5,1,0,1,1,1425,100000,0,10000,9,0
CUST_00873,17,10,5,2,29.3,5,2,0,1,3,2,1,1,1098,50000,200000,25000,29,0
CUST_00874,16,8,7,1,26.4,4,3,2,2,4,2,2,1,930,250000,100000,100000,46,0
CUST_00875,13,9,3,1,29.5,1,3,3,3,0,0,0,0,47,500000,25000,100000,14,0
CUST_00876,16,7,0,9,7.4,4,6,0,0,3,2,1,1,1501,10000,225000,50000,55,0
CUST_00877,30,26,4,0,10.4,3,7,1,3,4,3,1,4,1734,25000,0,100000,47,0
CUST_00878,6,3,1,2,5.9,5,3,0,5,1,0,1,0,1247,100000,200000,250000,52,0
CUST_00879,29,24,3,2,1.5,3,0,0,0,5,4,1,0,549,250000,50000,25000,46,1
CUST_00880,30,30,0,0,22.5,0,7,4,3,1,1,0,5,1091,50000,0,25000,39,1
CUST_00881,19,16,2,1,2.6,5,5,2,4,0,0,0,5,1010,250000,50000,50000,29,1
CUST_00882,10,8,1,1,26.3,3,6,1,1,0,0,0,3,1103,250000,25000,250000,2,0
CUST_00883,29,28,1,0,16.4,4,4,3,2,4,0,4,2,863,250000,0,50000,37,0
CUST_00884,12,4,2,6,28.8,5,1,1,5,1,1,0,0,566,25000,150000,10000,19,0
CUST_00885,11,4,6,1,11.2,4,5,2,1,2,2,0,1,329,75000,100000,100000,59,0
CUST_00886,21,18,0,3,3.1,4,0,0,5,3,2,1,0,1451,25000,150000,75000,3,0
CUST_00887,22,16,3,3,8.3,1,3,1,1,4,3,1,1,507,25000,75000,10000,19,0
CUST_00888,23,23,0,0,22.3,5,2,1,5,1,1,0,0,956,10000,0,75000,52,0
CUST_00889,30,27,1,2,1.2,5,1,0,1,3,3,0,1,1221,100000,100000,500000,8,1
CUST_00890,10,3,6,1,0.9,5,8,0,3,2,1,1,0,1147,25000,25000,100000,59,0
CUST_00891,25,25,0,0,17.1,1,8,4,0,2,0,2,8,1443,25000,0,100000,13,1
CUST_00892,23,14,5,4,22.3,1,4,3,3,1,0,1,0,528,75000,400000,100000,34,0
CUST_00893,29,29,0,0,9.7,3,3,1,0,6,5,1,3,327,100000,0,10000,36,1
CUST_00894,12,10,1,1,24.2,0,8,3,5,4,4,0,6,611,50000,10000,500000,16,1
CUST_00895,28,23,4,1,4.4,5,1,1,3,0,0,0,1,174,75000,50000,75000,2,1
CUST_00896,7,6,0,1,14.5,3,4,4,4,2,0,2,1,1622,25000,25000,50000,28,0
CUST_00897,24,17,2,5,18.5,0,6,3,5,0,0,0,4,1600,500000,500000,10000,36,0
CUST_00898,10,4,3,3,9.9,5,8,8,4,1,0,1,0,1133,25000,150000,250000,10,0
CUST_00899,12,9,2,1,8.9,5,2,1,5,4,3,1,0,436,10000,25000,500000,39,0
CUST_00900,27,27,0,0,7.5,0,1,0,2,2,1,1,0,781,75000,0,250000,49,0
CUST_00901,22,18,2,2,24.0,4,5,0,0,0,0,0,0,1042,10000,100000,100000,40,0
CUST_00902,8,8,0,0,1.6,4,4,3,4,6,5,1,0,516,10000,0,10000,33,1
CUST_00903,14,9,0,5,5.1,1,6,3,4,1,1,0,3,65,100000,500000,250000,15,0
CUST_00904,7,0,6,1,17.0,4,3,3,3,6,6,0,3,176,10000,10000,100000,51,0
CUST_00905,25,21,1,3,20.7,3,2,2,5,5,3,2,0,1572,10000,300000,500000,20,0
CUST_00906,5,3,1,1,19.6,1,6,0,1,6,1,5,1,1452,50000,10000,75000,9,0
CUST_00907,25,19,5,1,11.6,3,6,3,0,2,0,2,5,520,250000,50000,75000,19,0
CUST_00908,6,5,1,0,17.3,5,4,4,0,2,2,0,1,710,50000,0,75000,28,1
CUST_00909,8,4,4,0,5.9,4,0,0,2,3,1,2,0,888,100000,0,75000,26,1
CUST_00910,25,19,0,6,15.7,0,4,2,4,3,0,3,3,1432,25000,600000,75000,52,0
CUST_00911,14,5,4,5,19.6,3,5,5,0,3,1,2,3,579,25000,500000,250000,4,1
CUST_00912,20,10,10,0,17.3,4,6,3,0,0,0,0,4,360,50000,0,75000,7,0
CUST_00913,22,20,1,1,12.0,5,5,0,1,6,4,2,5,278,50000,100000,500000,0,0
CUST_00914,6,4,1,1,16.8,1,1,1,2,6,1,5,1,449,500000,10000,10000,51,0
CUST_00915,24,16,1,7,20.0,5,2,0,4,3,2,1,0,197,25000,70000,250000,2,0
CUST_00916,22,13,5,4,15.4,3,4,4,2,5,2,3,2,1364,500000,100000,25000,12,0
CUST_00917,15,10,5,0,6.6,4,0,0,2,2,2,0,0,642,10000,0,75000,44,1
CUST_00918,8,4,4,0,7.1,2,2,1,5,2,1,1,1,845,250000,0,500000,48,0
CUST_00919,23,20,3,0,8.9,1,1,1,3,4,4,0,0,1150,50000,0,500000,46,1
CUST_00920,19,15,4,0,29.7,3,4,1,0,4,2,2,3,251,100000,0,500000,49,0
CUST_00921,8,7,0,1,12.1,5,7,2,2,2,2,0,2,239,100000,50000,250000,51,0
CUST_00922,25,23,0,2,7.8,3,7,0,2,3,1,2,1,1291,50000,20000,75000,7,1
CUST_00923,16,12,2,2,22.5,4,1,1,1,5,3,2,0,1256,100000,200000,10000,3,0
CUST_00924,29,24,5,0,3.5,1,6,0,4,3,2,1,4,1512,25000,0,10000,50,1
CUST_00925,22,13,0,9,24.4,5,7,0,1,4,3,1,1,1209,500000,900000,50000,1,0
CUST_00926,25,21,1,3,14.3,4,8,4,4,1,0,1,7,1674,75000,300000,25000,29,0
CUST_00927,7,3,2,2,13.6,3,2,1,0,5,0,5,2,1061,50000,20000,250000,53,0
CUST_00928,13,9,1,3,15.0,4,5,4,4,0,0,0,3,1667,75000,30000,25000,30,0
CUST_00929,10,7,2,1,24.8,1,2,0,1,4,0,4,2,322,25000,10000,25000,19,0
CUST_00930,29,21,1,7,26.2,2,5,3,0,1,1,0,3,724,25000,70000,500000,4,1
CUST_00931,16,6,5,5,7.0,1,7,3,0,4,3,1,4,1786,500000,250000,10000,0,1
CUST_00932,20,18,0,2,15.5,3,3,1,5,4,2,2,3,1076,500000,100000,10000,7,1
CUST_00933,22,16,6,0,23.4,5,2,1,2,1,1,0,0,1022,500000,0,100000,4,0
CUST_00934,27,19,4,4,4.4,1,6,4,3,1,0,1,6,1690,500000,400000,10000,52,1
CUST_00935,11,3,1,7,4.2,4,6,4,4,5,1,4,1,1712,50000,70000,50000,51,0
CUST_00936,22,20,0,2,8.5,1,1,1,1,0,0,0,1,1479,75000,200000,250000,24,1
CUST_00937,22,14,8,0,23.0,4,8,8,2,6,6,0,1,1479,50000,0,500000,50,0
CUST_00938,20,19,0,1,23.9,3,1,1,2,4,3,1,1,1764,25000,50000,50000,18,0
CUST_00939,28,19,3,6,9.3,1,3,2,3,0,0,0,1,300,50000,600000,50000,8,0
CUST_00940,27,27,0,0,29.1,5,0,0,0,0,0,0,0,830,250000,0,25000,51,0
CUST_00941,21,14,6,1,11.3,0,3,3,0,4,2,2,1,326,75000,25000,500000,53,1
CUST_00942,19,18,0,1,16.8,2,4,2,0,0,0,0,4,1010,25000,50000,25000,25,1
CUST_00943,29,25,2,2,4.2,2,5,3,1,1,1,0,4,1063,100000,200000,250000,44,1
CUST_00944,19,9,7,3,29.1,3,5,2,3,6,4,2,0,488,75000,75000,25000,20,0
CUST_00945,14,11,1,2,19.1,5,3,1,3,2,0,2,0,1020,75000,20000,50000,50,0
CUST_00946,5,4,0,1,24.6,2,2,0,3,2,2,0,0,1367,250000,25000,25000,13,0
CUST_00947,24,22,0,2,27.1,1,8,2,2,6,4,2,8,1746,500000,20000,100000,27,0
CUST_00948,13,12,1,0,18.5,1,7,4,0,0,0,0,1,688,50000,0,25000,57,0
CUST_00949,18,12,0,6,11.6,5,0,0,3,0,0,0,0,706,50000,300000,25000,25,0
CUST_00950,20,17,2,1,7.7,5,5,3,4,6,0,6,4,1007,25000,25000,50000,55,0
CUST_00951,28,20,4,4,28.0,0,5,2,4,3,1,2,4,1390,100000,100000,75000,57,0
CUST_00952,10,7,0,3,7.6,2,4,4,4,2,2,0,4,130,500000,30000,50000,18,1
CUST_00953,28,28,0,0,13.3,0,1,1,5,0,0,0,1,1697,250000,0,100000,44,1
CUST_00954,27,26,1,0,27.2,2,3,2,5,5,5,0,0,1501,250000,0,500000,27,0
CUST_00955,22,17,3,2,15.8,3,0,0,3,3,0,3,0,1214,500000,100000,100000,24,0
CUST_00956,27,19,6,2,6.8,4,3,1,1,4,1,3,3,1414,500000,200000,75000,48,0
CUST_00957,8,5,0,3,27.4,5,4,4,3,6,0,6,1,393,25000,300000,500000,0,0
CUST_00958,18,11,7,0,25.8,4,4,1,5,6,3,3,2,1726,250000,0,250000,30,0
CUST_00959,5,2,3,0,23.5,2,4,4,4,0,0,0,3,1593,250000,0,10000,36,0
CUST_00960,11,3,7,1,1.5,1,2,1,0,2,1,1,2,1217,100000,100000,250000,54,1
CUST_00961,21,19,1,1,10.3,0,0,0,2,4,2,2,0,1637,100000,25000,50000,43,0
CUST_00962,9,7,2,0,23.9,2,4,2,1,4,3,1,2,502,75000,0,250000,17,0
CUST_00963,21,20,0,1,29.3,5,2,2,4,0,0,0,2,446,75000,25000,250000,29,0
CUST_00964,20,14,4,2,24.5,0,8,6,2,1,0,1,8,996,25000,100000,25000,5,1
CUST_00965,11,1,2,8,3.3,1,2,2,1,3,0,3,1,328,250000,400000,75000,60,0
CUST_00966,25,24,1,0,14.8,5,7,5,0,6,3,3,4,1265,75000,0,75000,16,1
CUST_00967,18,12,0,6,3.9,2,2,2,2,3,0,3,2,1182,250000,60000,50000,55,0
CUST_00968,18,12,6,0,16.3,1,6,4,0,2,1,1,5,1191,50000,0,500000,35,1
CUST_00969,8,4,0,4,17.3,2,7,3,5,1,1,0,5,812,50000,40000,500000,8,0
CUST_00970,25,24,0,1,17.2,4,1,0,4,6,2,4,0,373,50000,100000,75000,14,0
CUST_00971,16,7,9,0,11.9,4,7,0,3,5,0,5,1,1659,500000,0,250000,3,0
CUST_00972,21,16,4,1,0.1,3,3,2,0,3,2,1,1,1058,100000,50000,50000,41,0
CUST_00973,14,5,4,5,7.4,0,0,0,2,6,2,4,0,174,500000,125000,50000,4,0
CUST_00974,11,5,2,4,5.2,4,6,2,2,6,0,6,1,621,50000,40000,250000,4,0
CUST_00975,30,25,3,2,5.0,2,0,0,0,5,0,5,0,1114,25000,200000,100000,4,0
CUST_00976,10,8,1,1,6.7,3,1,1,3,5,0,5,1,703,500000,100000,50000,60,0
CUST_00977,15,15,0,0,9.9,0,7,5,2,0,0,0,1,479,250000,0,250000,19,1
CUST_00978,15,11,4,0,8.1,1,8,1,4,3,1,2,4,1067,250000,0,500000,3,0
CUST_00979,16,7,4,5,1.4,1,2,2,5,3,2,1,0,392,50000,500000,25000,46,0
CUST_00980,13,5,0,8,14.7,2,0,0,3,6,6,0,0,1505,25000,200000,500000,23,0
CUST_00981,24,14,10,0,18.5,4,8,7,4,6,3,3,6,1124,100000,0,500000,6,1
CUST_00982,14,6,0,8,15.7,4,8,7,1,4,1,3,3,1648,50000,400000,50000,30,0
CUST_00983,20,18,1,1,10.5,0,3,0,1,3,3,0,1,1060,500000,50000,75000,31,1
CUST_00984,8,1,3,4,0.7,4,6,1,0,6,4,2,1,1130,500000,40000,100000,57,0
CUST_00985,21,11,3,7,19.6,0,0,0,3,3,2,1,0,506,75000,175000,500000,59,0
CUST_00986,18,14,1,3,8.5,5,4,2,4,4,2,2,4,42,250000,30000,100000,46,0
CUST_00987,30,29,1,0,11.0,1,6,0,0,4,1,3,5,687,500000,0,100000,33,0
CUST_00988,14,5,4,5,29.9,5,6,0,3,3,0,3,4,1147,75000,125000,250000,56,0
CUST_00989,11,10,1,0,6.0,1,5,0,0,2,2,0,1,1148,10000,0,50000,21,0
CUST_00990,9,7,1,1,2.2,5,3,1,0,0,0,0,1,715,250000,50000,25000,40,0
CUST_00991,6,6,0,0,3.6,1,5,0,0,0,0,0,4,860,500000,0,25000,8,1
CUST_00992,12,12,0,0,12.8,3,1,0,5,6,2,4,0,381,25000,0,100000,60,0
CUST_00993,12,5,1,6,10.6,5,0,0,5,1,0,1,0,1625,50000,600000,10000,48,0
CUST_00994,30,24,4,2,18.6,2,5,0,1,6,3,3,0,431,250000,100000,500000,44,0
CUST_00995,21,15,3,3,24.9,5,1,0,0,1,0,1,0,68,50000,75000,50000,32,0
CUST_00996,13,11,1,1,13.9,5,2,1,5,2,2,0,2,1672,100000,50000,25000,53,0
CUST_00997,12,10,1,1,25.1,1,3,0,1,3,0,3,0,31,75000,50000,10000,47,0
CUST_00998,9,5,0,4,20.1,1,6,3,2,6,5,1,5,63,100000,200000,250000,11,1
CUST_00999,28,28,0,0,3.9,3,4,3,2,0,0,0,4,456,75000,0,250000,55,1
CUST_01000,26,21,4,1,11.2,0,6,3,1,6,0,6,5,1183,500000,25000,10000,59,0
CUST_01001,20,16,2,2,5.3,4,1,0,0,3,3,0,0,1618,10000,50000,75000,14,1
CUST_01002,16,13,2,1,25.2,0,5,3,5,3,3,0,0,411,10000,100000,75000,22,1
CUST_01003,7,2,4,1,10.1,3,6,5,4,3,1,2,2,1395,10000,10000,250000,21,0
CUST_01004,18,8,3,7,8.6,3,4,4,5,0,0,0,3,429,50000,350000,50000,14,0
CUST_01005,23,19,1,3,3.2,5,0,0,4,5,0,5,0,1186,75000,300000,100000,22,0
CUST_01006,28,27,1,0,6.5,4,6,1,5,4,4,0,6,796,50000,0,100000,7,1
CUST_01007,22,16,1,5,29.8,5,4,1,2,5,2,3,3,830,75000,500000,100000,9,0
CUST_01008,16,16,0,0,22.4,3,1,1,5,1,0,1,0,71,100000,0,10000,55,0
CUST_01009,19,14,0,5,10.3,2,1,1,4,3,2,1,0,665,50000,50000,10000,51,0
CUST_01010,27,25,0,2,19.8,2,2,1,2,6,1,5,2,1126,25000,200000,25000,42,0
CUST_01011,25,22,0,3,9.2,1,6,2,0,6,1,5,4,318,500000,30000,75000,21,0
CUST_01012,10,2,1,7,7.2,0,8,6,3,6,1,5,3,839,25000,700000,75000,47,0
CUST_01013,23,23,0,0,25.8,2,7,6,4,1,1,0,2,1376,250000,0,100000,53,0
CUST_01014,13,9,2,2,9.2,5,8,7,4,0,0,0,8,501,75000,20000,10000,31,0
CUST_01015,18,16,1,1,5.1,1,2,0,3,3,1,2,0,75,500000,50000,25000,2,1
CUST_01016,17,8,5,4,29.7,2,4,4,4,3,3,0,1,1727,10000,40000,250000,45,0
CUST_01017,29,26,1,2,0.2,2,4,0,2,2,2,0,1,1021,50000,100000,75000,45,1
CUST_01018,15,7,8,0,12.7,4,3,2,1,5,0,5,1,717,250000,0,25000,20,0
CUST_01019,21,21,0,0,24.3,0,7,3,1,1,0,1,3,1076,250000,0,25000,51,0
CUST_01020,27,17,7,3,21.2,3,5,1,4,6,3,3,3,1777,500000,300000,25000,11,0
CUST_01021,23,15,2,6,11.1,5,5,0,1,5,0,5,1,496,75000,300000,25000,10,0
CUST_01022,10,7,2,1,29.2,3,0,0,5,3,2,1,0,1217,100000,25000,250000,19,0
CUST_01023,6,6,0,0,27.0,5,4,3,1,0,0,0,0,39,75000,0,50000,55,0
CUST_01024,17,10,1,6,27.1,1,3,2,1,2,2,0,0,403,50000,60000,25000,2,0
CUST_01025,29,27,0,2,29.5,5,5,0,4,0,0,0,2,366,10000,20000,100000,44,0
CUST_01026,26,16,2,8,25.1,3,2,2,2,5,0,5,0,614,25000,800000,10000,55,0
CUST_01027,23,20,1,2,27.2,0,0,0,1,3,1,2,0,953,250000,20000,25000,57,0
CUST_01028,28,27,0,1,18.7,3,4,3,1,4,4,0,4,1435,10000,25000,10000,40,1
CUST_01029,21,13,3,5,14.1,4,6,5,2,2,2,0,3,79,50000,50000,10000,19,1
CUST_01030,7,4,0,3,14.6,0,8,4,0,0,0,0,2,1729,250000,30000,100000,50,1
CUST_01031,9,9,0,0,20.5,2,5,4,1,0,0,0,3,793,500000,0,75000,10,1
CUST_01032,14,14,0,0,20.7,5,2,2,0,0,0,0,0,256,75000,0,100000,42,0
CUST_01033,10,10,0,0,19.8,0,7,3,4,0,0,0,3,157,50000,0,10000,4,1
CUST_01034,9,1,1,7,2.5,5,1,0,3,0,0,0,1,653,100000,175000,100000,8,0
CUST_01035,6,5,1,0,14.6,3,5,2,2,2,0,2,1,1126,50000,0,50000,52,0
CUST_01036,28,18,9,1,23.8,0,6,2,1,4,0,4,3,1700,25000,25000,10000,4,1
CUST_01037,23,14,5,4,2.6,4,1,1,4,6,3,3,1,33,100000,100000,10000,12,0
CUST_01038,6,0,0,6,9.3,1,6,0,5,4,0,4,4,1343,250000,60000,50000,54,0
CUST_01039,10,10,0,0,20.3,2,6,5,1,3,1,2,4,1547,500000,0,25000,1,1
CUST_01040,26,21,1,4,21.9,4,7,7,1,0,0,0,6,1162,25000,400000,100000,27,0
CUST_01041,29,29,0,0,18.1,5,6,4,0,1,1,0,3,1097,250000,0,250000,42,0
CUST_01042,7,4,3,0,11.3,0,5,4,4,4,3,1,0,870,75000,0,10000,56,0
CUST_01043,9,2,1,6,5.4,5,4,3,5,5,5,0,3,1755,500000,600000,100000,44,0
CUST_01044,30,25,0,5,8.0,5,8,0,2,5,2,3,5,1050,75000,250000,250000,52,0
CUST_01045,16,8,3,5,21.3,0,8,3,2,4,2,2,1,804,75000,125000,25000,17,0
CUST_01046,7,7,0,0,7.8,1,5,0,5,3,2,1,0,1467,75000,0,250000,40,0
CUST_01047,27,26,1,0,16.0,4,5,1,0,0,0,0,2,1369,500000,0,100000,25,0
CUST_01048,28,25,0,3,4.1,0,8,0,1,4,3,1,8,1108,100000,30000,10000,52,1
CUST_01049,27,17,3,7,17.6,0,6,4,3,4,3,1,4,832,75000,350000,500000,36,0
CUST_01050,7,7,0,0,7.4,2,8,0,5,5,0,5,6,1685,500000,0,250000,22,0
CUST_01051,20,11,7,2,4.6,1,7,7,4,4,3,1,6,285,10000,50000,500000,0,1
CUST_01052,17,14,1,2,19.3,1,2,0,4,5,0,5,1,1345,250000,200000,10000,56,0
CUST_01053,24,24,0,0,9.7,0,8,2,2,5,4,1,3,1072,100000,0,75000,3,1
CUST_01054,11,1,9,1,3.3,3,8,7,5,0,0,0,6,1147,50000,50000,250000,21,1
CUST_01055,12,12,0,0,28.7,4,8,5,5,0,0,0,5,735,500000,0,75000,55,1
CUST_01056,23,20,1,2,12.4,4,8,2,2,1,1,0,8,1234,10000,50000,50000,1,1
CUST_01057,7,5,2,0,24.8,2,0,0,5,0,0,0,0,126,100000,0,75000,46,0
CUST_01058,19,13,0,6,4.9,1,7,5,1,1,1,0,6,1240,10000,300000,100000,2,1
CUST_01059,24,17,2,5,6.7,1,3,1,5,0,0,0,2,1704,10000,125000,75000,12,1
CUST_01060,23,15,1,7,29.1,4,1,1,4,5,0,5,1,1045,25000,700000,10000,58,0
CUST_01061,24,22,2,0,17.1,4,3,1,4,5,2,3,3,896,500000,0,50000,12,0
CUST_01062,24,24,0,0,28.2,2,5,2,3,4,0,4,3,975,50000,0,10000,17,0
CUST_01063,28,23,1,4,18.8,3,6,0,2,1,1,0,4,721,50000,200000,10000,4,1
CUST_01064,14,14,0,0,11.6,1,6,5,4,5,1,4,2,1124,25000,0,10000,51,0
CUST_01065,9,1,3,5,17.1,0,4,4,1,0,0,0,0,584,50000,250000,500000,51,0
CUST_01066,13,12,1,0,21.4,4,4,3,0,4,3,1,3,1723,75000,0,50000,46,1
CUST_01067,16,6,4,6,22.1,0,5,0,0,4,2,2,1,233,100000,600000,100000,32,0
CUST_01068,23,22,0,1,17.1,5,6,1,2,4,1,3,3,1380,50000,10000,50000,44,0
CUST_01069,29,24,4,1,5.8,1,5,5,3,4,1,3,3,1382,50000,50000,75000,46,1
CUST_01070,9,6,3,0,20.7,5,4,3,3,6,5,1,0,499,75000,0,25000,17,0
CUST_01071,10,3,1,6,8.6,5,3,3,5,2,2,0,3,225,50000,60000,500000,4,0
CUST_01072,12,3,7,2,26.0,4,4,2,0,1,0,1,1,1302,25000,50000,500000,0,0
CUST_01073,8,8,0,0,11.1,0,6,3,1,5,2,3,3,586,10000,0,25000,24,1
CUST_01074,15,15,0,0,22.6,4,5,2,2,6,0,6,4,1660,10000,0,250000,12,0
CUST_01075,7,0,0,7,1.3,1,3,2,1,3,2,1,0,223,250000,350000,250000,34,0
CUST_01076,20,14,1,5,7.6,1,8,4,0,2,1,1,0,411,500000,500000,25000,21,0
CUST_01077,21,13,0,8,3.4,2,7,4,0,2,1,1,0,1247,100000,800000,75000,0,1
CUST_01078,21,13,4,4,0.4,2,4,1,4,3,3,0,2,1293,75000,40000,500000,2,1
CUST_01079,19,19,0,0,16.1,3,4,4,0,5,3,2,0,834,500000,0,75000,52,0
CUST_01080,6,2,2,2,14.7,1,7,0,5,1,1,0,0,1151,500000,20000,75000,42,0
CUST_01081,15,5,10,0,19.9,4,3,2,0,3,3,0,0,1574,25000,0,25000,56,0
CUST_01082,21,19,0,2,2.8,3,1,1,1,5,4,1,1,502,250000,200000,500000,9,1
CUST_01083,28,22,2,4,29.5,0,8,2,4,2,0,2,3,1306,100000,400000,10000,56,0
CUST_01084,9,3,2,4,15.7,1,6,2,3,5,3,2,1,1375,50000,400000,25000,3,0
CUST_01085,13,4,0,9,28.3,4,4,0,5,4,4,0,1,912,25000,450000,25000,59,0
CUST_01086,28,28,0,0,6.6,2,3,1,1,2,2,0,3,1763,10000,0,10000,7,1
CUST_01087,5,0,5,0,29.7,3,1,0,1,4,4,0,0,168,100000,0,50000,55,0
CUST_01088,6,2,4,0,29.5,5,1,1,4,4,3,1,0,788,25000,0,25000,34,0
CUST_01089,7,5,2,0,22.0,3,8,7,1,1,0,1,4,966,500000,0,100000,33,0
CUST_01090,22,16,0,6,15.4,3,6,5,0,2,2,0,2,724,25000,600000,100000,31,0
CUST_01091,20,11,4,5,23.2,1,6,3,5,5,0,5,6,1412,500000,125000,250000,3,0
CUST_01092,25,24,1,0,18.4,1,0,0,2,5,1,4,0,1001,50000,0,50000,21,0
CUST_01093,12,4,5,3,28.6,5,4,4,2,2,1,1,1,659,100000,300000,250000,14,0
CUST_01094,8,4,3,1,0.5,2,0,0,2,1,0,1,0,958,500000,10000,10000,45,0
CUST_01095,17,13,0,4,11.7,4,5,2,1,1,0,1,5,1298,25000,400000,25000,52,0
CUST_01096,18,17,0,1,27.5,0,7,7,0,1,0,1,1,1776,500000,50000,250000,26,1
CUST_01097,16,13,2,1,20.3,4,7,2,2,6,5,1,4,86,100000,25000,75000,44,0
CUST_01098,9,0,2,7,22.6,2,4,3,2,1,0,1,1,1595,25000,700000,500000,58,0
CUST_01099,7,2,4,1,25.2,1,2,2,5,3,3,0,0,1379,50000,50000,250000,26,0
CUST_01100,27,19,5,3,14.8,2,2,1,0,3,2,1,2,612,25000,300000,500000,27,1
CUST_01101,12,9,0,3,15.3,2,3,1,4,1,1,0,1,685,100000,75000,50000,32,0
CUST_01102,17,14,2,1,0.3,0,2,1,0,4,2,2,0,66,100000,50000,250000,17,1
CUST_01103,7,3,2,2,26.2,5,5,2,3,6,2,4,5,725,250000,200000,75000,25,0
CUST_01104,17,10,5,2,26.0,3,6,2,0,6,3,3,4,368,25000,50000,100000,55,0
CUST_01105,12,9,0,3,27.3,0,6,2,4,6,1,5,0,121,10000,300000,500000,29,0
CUST_01106,23,20,0,3,21.1,4,2,2,5,4,4,0,0,53,75000,75000,50000,46,0
CUST_01107,10,6,3,1,3.5,4,4,3,2,1,1,0,4,260,250000,50000,500000,45,1
CUST_01108,26,16,2,8,7.0,3,0,0,1,1,1,0,0,123,100000,200000,50000,47,0
CUST_01109,30,22,6,2,17.4,0,6,6,4,4,4,0,2,332,10000,100000,100000,46,1
CUST_01110,25,16,9,0,14.1,2,2,0,3,5,4,1,0,78,100000,0,100000,23,0
CUST_01111,27,20,1,6,8.2,4,6,5,2,3,3,0,6,575,10000,60000,250000,14,1
CUST_01112,17,12,5,0,12.1,2,6,4,2,3,0,3,1,644,250000,0,100000,1,0
CUST_01113,11,10,1,0,7.6,4,3,1,4,2,2,0,3,1002,500000,0,75000,28,0
CUST_01114,10,8,0,2,4.8,5,2,1,4,0,0,0,0,1501,50000,20000,50000,37,0
CUST_01115,17,11,1,5,27.1,2,0,0,3,4,3,1,0,252,25000,50000,250000,55,1
CUST_01116,22,20,1,1,19.9,0,6,6,1,6,5,1,6,82,100000,100000,10000,21,1
CUST_01117,12,8,4,0,18.5,4,4,2,2,3,3,0,0,35,75000,0,100000,43,0
CUST_01118,20,14,1,5,13.5,3,2,1,3,4,4,0,0,1469,500000,50000,50000,49,0
CUST_01119,22,17,0,5,15.3,5,6,3,1,6,6,0,4,1750,25000,500000,25000,46,0
CUST_01120,25,25,0,0,28.3,3,2,2,4,1,0,1,0,582,25000,0,75000,8,0
CUST_01121,23,14,1,8,11.5,0,5,4,5,2,1,1,2,864,50000,80000,250000,25,1
CUST_01122,29,22,1,6,20.8,3,5,0,4,0,0,0,4,1393,100000,150000,100000,45,0
CUST_01123,5,5,0,0,2.4,3,4,4,4,2,1,1,2,655,25000,0,10000,34,1
CUST_01124,20,12,2,6,14.4,0,5,2,1,6,5,1,0,1246,50000,300000,10000,59,1
CUST_01125,9,8,0,1,4.1,2,5,4,1,1,0,1,1,1580,500000,100000,10000,44,1
CUST_01126,9,6,1,2,14.7,3,5,5,2,6,6,0,1,974,75000,50000,100000,47,0
CUST_01127,8,6,2,0,20.6,0,3,2,3,4,2,2,3,1060,500000,0,25000,49,0
CUST_01128,14,6,7,1,26.4,0,0,0,3,4,4,0,0,1738,50000,10000,25000,21,0
CUST_01129,29,19,0,10,16.4,5,4,4,4,6,0,6,0,445,25000,250000,75000,1,0
CUST_01130,14,10,2,2,28.0,2,5,3,1,1,0,1,1,762,250000,100000,250000,48,0
CUST_01131,16,16,0,0,24.9,3,1,0,4,3,0,3,1,758,50000,0,50000,3,0
CUST_01132,28,21,2,5,4.8,4,4,4,0,1,1,0,4,483,50000,50000,75000,30,1
CUST_01133,22,21,0,1,19.4,5,1,0,2,1,0,1,0,1748,50000,10000,10000,11,0
CUST_01134,16,6,7,3,21.4,1,3,3,3,3,2,1,3,93,500000,30000,75000,19,0
CUST_01135,22,17,2,3,18.7,1,2,1,3,3,0,3,2,943,25000,300000,10000,16,0
CUST_01136,26,20,2,4,15.1,2,8,2,5,4,3,1,5,637,10000,100000,100000,60,0
